tweet_id,timestamp,dog_name,dog_breed,confidence,dog_stage,rating,hashtag,retweets,likes,image,tweet_url,text
892420643555336193,2017-08-01 16:23:56+00:00,Phineas,Unknown,0.0,None,13.0,None,7018,33839,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,https://t.co/MgUWQ76dJU,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 
892177421306343426,2017-08-01 00:17:27+00:00,Tilly,Chihuahua,0.324,None,13.0,None,5303,29355,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,https://t.co/0Xxu71qeIV,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 "
891815181378084864,2017-07-31 00:18:03+00:00,Archie,Chihuahua,0.716,None,12.0,None,3486,22067,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,https://t.co/wUnZnhtVJB,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 
891689557279858688,2017-07-30 15:58:51+00:00,Darla,Labrador Retriever,0.168,None,13.0,None,7232,36970,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,https://t.co/tD36da7qLQ,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us 
891327558926688256,2017-07-29 16:00:24+00:00,Franklin,Basset,0.556,None,12.0,#BarkWeek,7771,35343,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,https://t.co/AtUZn91f7f,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek "
891087950875897856,2017-07-29 00:08:17+00:00,None,Chesapeake Bay Retriever,0.426,None,13.0,#BarkWeek,2603,17828,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,https://t.co/kQ04fDDRmh,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek 
890971913173991426,2017-07-28 16:27:12+00:00,Jax,Appenzeller,0.342,None,13.0,None,1668,10379,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

"
890729181411237888,2017-07-28 00:22:40+00:00,None,Pomeranian,0.566,None,13.0,None,15771,56852,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,https://t.co/v0nONBcwxq,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 
890609185150312448,2017-07-27 16:25:51+00:00,Zoey,Irish Terrier,0.488,None,13.0,#BarkWeek,3627,24550,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,https://t.co/9TwLuAGH0b,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek 
890240255349198849,2017-07-26 15:59:51+00:00,Cassie,Pembroke,0.511,Doggo,14.0,None,6107,27984,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,https://t.co/t1bfwz5S2A,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate 
890006608113172480,2017-07-26 00:31:25+00:00,Koda,Samoyed,0.958,None,13.0,#BarkWeek,6157,27065,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,https://t.co/dVPW0B0Mme,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek 
889880896479866881,2017-07-25 16:11:53+00:00,Bruno,French Bulldog,0.377,None,13.0,None,4173,24588,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,https://t.co/u1XPQMl29g,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy 
889665388333682689,2017-07-25 01:55:32+00:00,None,Pembroke,0.966,Puppo,13.0,None,8357,42086,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,https://t.co/BxvuXk0UCm,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 
889638837579907072,2017-07-25 00:10:02+00:00,Ted,French Bulldog,0.992,None,12.0,None,3720,23707,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,https://t.co/f8dEDcrKSR,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist 
889531135344209921,2017-07-24 17:02:04+00:00,Stuart,Golden Retriever,0.953,Puppo,13.0,#BarkWeek,1885,13359,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,https://t.co/y70o6h3isq,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek 
889278841981685760,2017-07-24 00:19:32+00:00,Oliver,Whippet,0.626,None,13.0,#BarkWeek,4449,22146,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,https://t.co/WpHvrQedPb,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek 
888917238123831296,2017-07-23 00:22:39+00:00,Jim,Golden Retriever,0.715,None,12.0,None,3768,25659,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,https://t.co/chxruIOUJN,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both 
888804989199671297,2017-07-22 16:56:37+00:00,Zeke,Golden Retriever,0.47,None,13.0,None,3542,22493,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,https://t.co/HTQ77yNQ5K,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best 
888554962724278272,2017-07-22 00:23:06+00:00,Ralphus,Siberian Husky,0.7,None,13.0,None,2880,17334,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,https://t.co/YnYAFCTTiK,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af 
888078434458587136,2017-07-20 16:49:33+00:00,Gerald,French Bulldog,0.995,None,12.0,None,2901,19164,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,https://t.co/DK7iDPfuRX,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway 
887705289381826560,2017-07-19 16:06:48+00:00,Jeffrey,Basset,0.822,None,13.0,None,4540,26652,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,https://t.co/PhrUk20Q64,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic 
887517139158093824,2017-07-19 03:39:09+00:00,None,Unknown,0.0,None,14.0,None,9859,40758,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,https://t.co/20VrLAA8ba,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) 
887473957103951883,2017-07-19 00:47:34+00:00,Canela,Pembroke,0.809,None,13.0,None,15044,60235,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,https://t.co/cLyzpcUcMX,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her 
887343217045368832,2017-07-18 16:08:03+00:00,None,Mexican Hairless,0.331,None,13.0,None,8816,29611,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,https://t.co/WZqNqygEyV,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) 
887101392804085760,2017-07-18 00:07:08+00:00,None,Samoyed,0.734,None,12.0,None,4998,27005,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,https://t.co/4Ad1jzJSdp,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof 
886983233522544640,2017-07-17 16:17:36+00:00,Maya,Chihuahua,0.793,None,13.0,None,6325,30415,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,https://t.co/I6oNy0CgiT,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in 
886736880519319552,2017-07-16 23:58:41+00:00,Mingus,Kuvasz,0.31,None,13.0,None,2634,10503,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

"
886680336477933568,2017-07-16 20:14:00+00:00,Derek,Unknown,0.0,None,13.0,None,3741,19759,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,https://t.co/BCoWue0abA,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal 
886366144734445568,2017-07-15 23:25:31+00:00,Roscoe,French Bulldog,0.999,Pupper,12.0,None,2634,18563,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,https://t.co/RGE08MIJox,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe 
886258384151887873,2017-07-15 16:17:19+00:00,Waffles,Pug,0.944,None,13.0,None,5297,24550,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,https://t.co/xZDA9Qsq1O,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles 
885984800019947520,2017-07-14 22:10:11+00:00,Jimbo,Blenheim Spaniel,0.972,None,12.0,None,5620,28616,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,https://t.co/BuveP0uMF1,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution 
885528943205470208,2017-07-13 15:58:47+00:00,Maisey,Pug,0.369,None,13.0,None,5334,31626,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,https://t.co/tp1kQ8i9JF,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly 
885167619883638784,2017-07-12 16:03:00+00:00,None,Malamute,0.812,None,13.0,None,3672,19275,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,https://t.co/44ItaMubBf,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 
884925521741709313,2017-07-12 00:01:00+00:00,Earl,Italian Greyhound,0.26,None,12.0,None,15044,67354,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,https://t.co/MYJvdlNRVa,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl "
884876753390489601,2017-07-11 20:47:12+00:00,Lola,Chow,0.822,None,13.0,None,4677,24401,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,https://t.co/74TKAUsLkO,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola 
884562892145688576,2017-07-11 00:00:02+00:00,Kevin,Pug,0.546,None,13.0,None,3917,21344,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,https://t.co/1r4MFCbCX5,This is Kevin. He's just so happy. 13/10 what is your secret Kevin 
884441805382717440,2017-07-10 15:58:53+00:00,None,Pembroke,0.993,None,14.0,None,4794,23883,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,https://t.co/vvBOcC2VdC,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) "
884162670584377345,2017-07-09 21:29:42+00:00,Yogi,German Shepherd,0.707,Doggo,12.0,None,2508,17960,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,https://t.co/YSI00BzTBZ,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo 
883838122936631299,2017-07-09 00:00:04+00:00,Noah,Doberman,0.611,None,12.0,None,2865,19193,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,https://t.co/V85xujjDDY,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy 
883482846933004288,2017-07-08 00:28:19+00:00,Bella,Golden Retriever,0.943,None,5.0,None,8278,40242,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,https://t.co/qjrljjt948,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 "
883360690899218434,2017-07-07 16:22:55+00:00,Grizzwald,Chow,0.988,Floofer,13.0,None,3086,19965,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,https://t.co/rf661IFEYP,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck 
883117836046086144,2017-07-07 00:17:54+00:00,None,Golden Retriever,0.95,None,13.0,None,5542,32542,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,https://t.co/Se5fZ9wp5E,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat "
882992080364220416,2017-07-06 15:58:11+00:00,Rusty,Eskimo Dog,0.467,None,13.0,None,3249,21001,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,https://t.co/tyER0KpdXj,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy 
882762694511734784,2017-07-06 00:46:41+00:00,Gus,Labrador Retriever,0.85,Pupper,12.0,None,4103,24823,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,https://t.co/D43I96SlVu,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl 
882627270321602560,2017-07-05 15:48:34+00:00,Stanley,Pembroke,0.543,None,13.0,None,5069,24619,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,https://t.co/Nx52PGwH94,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) 
882268110199369728,2017-07-04 16:01:23+00:00,Alfy,Golden Retriever,0.762,None,13.0,None,9646,39228,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,https://t.co/fYP5RlutfA,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 
882045870035918850,2017-07-04 01:18:17+00:00,Koko,Golden Retriever,0.007,None,13.0,None,4084,25751,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,https://t.co/zeDpnsKX7w,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko "
881906580714921986,2017-07-03 16:04:48+00:00,Rey,Weimaraner,0.292,None,12.0,None,2857,21461,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,https://t.co/503CgWbhxQ,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable 
881666595344535552,2017-07-03 00:11:11+00:00,Gary,Saluki,0.529,None,13.0,None,8969,44595,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,https://t.co/7CSWCl8I6s,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely 
881536004380872706,2017-07-02 15:32:16+00:00,None,Samoyed,0.281,Pupper,14.0,None,13412,43488,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,https://t.co/ghXBIIeQZF,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) "
881268444196462592,2017-07-01 21:49:04+00:00,Elliot,Unknown,0.0,None,12.0,#Canada150,4497,20502,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,https://t.co/cgwJwowTMC,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet 
880935762899988482,2017-06-30 23:47:07+00:00,Louis,Unknown,0.0,None,13.0,None,2333,15066,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,https://t.co/D0wb1GlKAt,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking 
880872448815771648,2017-06-30 19:35:32+00:00,None,Pembroke,0.791,None,12.0,None,3204,18723,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,https://t.co/WiAMbTkDPf,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 
880465832366813184,2017-06-29 16:39:47+00:00,Bella,Golden Retriever,0.913,None,12.0,None,5220,25046,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,https://t.co/4VsFysDmiw,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop 
